Student_ID,Course_Name,Gender(F1),Major(F2),Level(F3),High_School_GPA(F4),Home_City_Code(F5),University_GPA(F6),Course_Type(F7),Teacher_Grade(F8),Grade
S0605,Phys101,F,IS,L1,VERYGOOD,OUT_REGION,EXCELLENT,L,LECTR,64
S0606,Math101,M,CS,L2,EXCELLENT,IN_REGION,EXCELLENT,L,ASSTS,93
S0607,Phys101,M,SE,L1,VERYGOOD,OUT_REGION,GOOD,B,PROF,100
S0608,Chem101,F,CS,L2,PASS,OUT_REGION,VERYGOOD,B,PROF,97
S0609,Chem101,F,CS,L3,GOOD,OUT_REGION,VERYGOOD,C,NACDM,57
S0610,Math101,F,IT,L3,PASS,OUT_REGION,GOOD,C,LECTR,63
S0611,Chem101,M,SE,L3,GOOD,IN_REGION,PASS,L,ASSTS,60
S0612,Math101,M,CS,L1,VERYGOOD,OUT_REGION,VERYGOOD,B,NACDM,94
S0613,Math101,M,CS,L2,VERYGOOD,IN_REGION,PASS,B,NACDM,85
S0614,Math101,M,SE,L1,VERYGOOD,OUT_REGION,VERYGOOD,L,PROF,82
S0615,Phys101,F,IS,L4,VERYGOOD,IN_REGION,EXCELLENT,C,ASSTS,59
S0616,Chem101,M,IT,L3,GOOD,OUT_REGION,PASS,L,PROF,68
S0617,Chem101,M,IT,L3,VERYGOOD,IN_REGION,PASS,L,ASSTS,71
S0618,Eng101,M,SE,L4,PASS,IN_REGION,VERYGOOD,B,ASOC,76
S0619,Bio101,F,SE,L1,GOOD,OUT_REGION,GOOD,L,NACDM,96
S0620,Math101,F,CS,L4,PASS,IN_REGION,GOOD,L,NACDM,100
S0621,Math101,F,IS,L3,PASS,OUT_REGION,PASS,L,PROF,71
S0622,Bio101,F,CS,L2,GOOD,IN_REGION,EXCELLENT,C,ASSTS,71
S0623,Math101,M,IS,L2,VERYGOOD,OUT_REGION,VERYGOOD,L,PROF,86
S0624,Phys101,F,IT,L3,GOOD,IN_REGION,VERYGOOD,L,PROF,96
S0625,Phys101,M,IT,L1,VERYGOOD,OUT_REGION,VERYGOOD,B,ASOC,77
S0626,Chem101,F,IT,L4,EXCELLENT,OUT_REGION,GOOD,L,ASOC,70
S0627,Phys101,M,IS,L1,PASS,OUT_REGION,VERYGOOD,L,ASOC,89
S0628,Eng101,M,SE,L3,EXCELLENT,OUT_REGION,EXCELLENT,L,ASOC,91
S0629,Phys101,F,CS,L3,PASS,OUT_REGION,VERYGOOD,B,PROF,69
S0630,Phys101,M,IS,L3,GOOD,IN_REGION,PASS,B,PROF,53
S0631,Math101,M,SE,L1,EXCELLENT,OUT_REGION,EXCELLENT,L,PROF,77
S0632,Eng101,M,SE,L3,GOOD,OUT_REGION,GOOD,L,NACDM,90
S0633,Chem101,F,IS,L2,PASS,IN_REGION,EXCELLENT,C,ASSTS,64
S0634,Bio101,F,IS,L3,PASS,IN_REGION,VERYGOOD,B,ASOC,84
S0635,Chem101,F,IT,L1,VERYGOOD,OUT_REGION,EXCELLENT,L,PROF,65
S0636,Math101,M,CS,L3,PASS,OUT_REGION,VERYGOOD,L,ASSTS,64
S0637,Chem101,M,SE,L2,GOOD,OUT_REGION,PASS,B,PROF,68
S0638,Math101,M,SE,L1,VERYGOOD,IN_REGION,GOOD,C,LECTR,51
S0639,Bio101,M,IS,L4,PASS,OUT_REGION,VERYGOOD,B,NACDM,57
S0640,Eng101,M,CS,L2,PASS,IN_REGION,GOOD,B,LECTR,60
S0641,Chem101,F,CS,L1,PASS,IN_REGION,VERYGOOD,C,LECTR,52
S0642,Bio101,M,IT,L4,EXCELLENT,OUT_REGION,EXCELLENT,L,PROF,86
S0643,Bio101,M,CS,L4,EXCELLENT,IN_REGION,GOOD,L,ASOC,73
S0644,Math101,M,CS,L1,VERYGOOD,IN_REGION,VERYGOOD,L,PROF,79
S0645,Eng101,F,CS,L1,EXCELLENT,IN_REGION,PASS,B,LECTR,80
S0646,Phys101,F,IT,L4,GOOD,OUT_REGION,GOOD,C,ASSTS,59
S0647,Bio101,M,IS,L1,VERYGOOD,OUT_REGION,EXCELLENT,L,NACDM,61
S0648,Math101,M,IT,L2,VERYGOOD,IN_REGION,VERYGOOD,C,PROF,59
S0649,Chem101,F,CS,L1,PASS,IN_REGION,PASS,B,ASSTS,52
S0650,Math101,M,CS,L4,EXCELLENT,IN_REGION,PASS,B,PROF,66
S0651,Math101,M,CS,L2,PASS,IN_REGION,EXCELLENT,B,NACDM,85
S0652,Chem101,F,IT,L3,VERYGOOD,IN_REGION,EXCELLENT,L,LECTR,89
S0653,Math101,M,IS,L3,GOOD,OUT_REGION,GOOD,L,NACDM,50
S0654,Chem101,M,CS,L3,PASS,IN_REGION,EXCELLENT,C,ASSTS,99
S0655,Chem101,M,CS,L2,VERYGOOD,IN_REGION,PASS,C,LECTR,84
S0656,Math101,M,SE,L3,GOOD,OUT_REGION,PASS,C,LECTR,71
S0657,Math101,M,CS,L2,PASS,IN_REGION,PASS,B,LECTR,63
S0658,Eng101,F,IS,L4,EXCELLENT,IN_REGION,PASS,C,LECTR,84
S0659,Math101,M,IT,L2,PASS,IN_REGION,PASS,C,PROF,59
S0660,Bio101,F,SE,L1,PASS,IN_REGION,GOOD,C,PROF,99
S0661,Chem101,M,CS,L4,GOOD,IN_REGION,EXCELLENT,B,LECTR,62
S0662,Math101,M,CS,L3,VERYGOOD,OUT_REGION,VERYGOOD,B,ASSTS,99
S0663,Phys101,M,SE,L2,EXCELLENT,IN_REGION,GOOD,L,ASOC,100
S0664,Math101,F,SE,L1,PASS,IN_REGION,VERYGOOD,C,PROF,69
S0665,Bio101,F,CS,L4,VERYGOOD,IN_REGION,VERYGOOD,C,ASSTS,76
S0666,Eng101,F,IT,L2,VERYGOOD,IN_REGION,VERYGOOD,B,ASOC,94
S0667,Chem101,F,SE,L3,EXCELLENT,OUT_REGION,PASS,C,ASSTS,97
S0668,Bio101,F,SE,L1,EXCELLENT,IN_REGION,EXCELLENT,B,ASOC,77
S0669,Chem101,F,IS,L1,PASS,IN_REGION,EXCELLENT,B,LECTR,94
S0670,Math101,F,IT,L3,VERYGOOD,OUT_REGION,VERYGOOD,B,ASOC,94
S0671,Bio101,F,CS,L3,GOOD,OUT_REGION,VERYGOOD,C,PROF,65
S0672,Phys101,M,IT,L3,EXCELLENT,IN_REGION,EXCELLENT,L,PROF,100
S0673,Chem101,F,IT,L2,VERYGOOD,OUT_REGION,EXCELLENT,B,NACDM,83
S0674,Math101,M,CS,L2,EXCELLENT,OUT_REGION,GOOD,B,PROF,78
S0675,Chem101,M,CS,L3,PASS,OUT_REGION,EXCELLENT,C,NACDM,96
S0676,Bio101,F,SE,L3,VERYGOOD,IN_REGION,EXCELLENT,L,PROF,54
S0677,Eng101,M,IT,L4,VERYGOOD,IN_REGION,VERYGOOD,C,ASSTS,72
S0678,Bio101,M,IT,L3,PASS,IN_REGION,PASS,B,ASOC,87
S0679,Chem101,F,SE,L3,EXCELLENT,IN_REGION,GOOD,C,LECTR,65
S0680,Math101,M,IT,L1,GOOD,IN_REGION,VERYGOOD,L,ASSTS,57
S0681,Bio101,M,IS,L3,VERYGOOD,OUT_REGION,VERYGOOD,B,PROF,68
S0682,Math101,F,IS,L1,PASS,OUT_REGION,VERYGOOD,C,NACDM,63
S0683,Bio101,M,IT,L1,PASS,IN_REGION,GOOD,L,ASOC,82
S0684,Phys101,M,CS,L3,VERYGOOD,IN_REGION,GOOD,C,ASOC,69
S0685,Chem101,F,SE,L1,GOOD,IN_REGION,VERYGOOD,B,NACDM,91
S0686,Eng101,F,CS,L4,PASS,IN_REGION,VERYGOOD,C,ASSTS,84
S0687,Bio101,F,IT,L4,VERYGOOD,IN_REGION,PASS,L,PROF,70
S0688,Phys101,F,SE,L4,PASS,OUT_REGION,GOOD,C,ASOC,72
S0689,Eng101,M,CS,L1,GOOD,IN_REGION,GOOD,B,NACDM,92
S0690,Bio101,F,IT,L3,EXCELLENT,OUT_REGION,GOOD,C,PROF,60
S0691,Chem101,F,CS,L1,GOOD,OUT_REGION,GOOD,L,ASSTS,67
S0692,Math101,M,CS,L1,GOOD,IN_REGION,GOOD,C,ASSTS,59
S0693,Math101,M,IT,L2,VERYGOOD,OUT_REGION,PASS,B,NACDM,85
S0694,Chem101,F,CS,L2,GOOD,IN_REGION,GOOD,C,ASSTS,54
S0695,Phys101,M,CS,L4,PASS,OUT_REGION,GOOD,B,LECTR,82
S0696,Eng101,F,IT,L1,VERYGOOD,IN_REGION,PASS,L,ASOC,98
S0697,Phys101,F,CS,L2,EXCELLENT,IN_REGION,PASS,B,LECTR,79
S0698,Math101,M,CS,L4,VERYGOOD,IN_REGION,PASS,B,NACDM,88
S0699,Math101,M,IT,L4,EXCELLENT,OUT_REGION,GOOD,B,PROF,88
S0700,Math101,F,CS,L1,GOOD,OUT_REGION,EXCELLENT,L,ASOC,50
S0701,Math101,M,IT,L1,EXCELLENT,IN_REGION,VERYGOOD,B,NACDM,55
S0702,Math101,M,CS,L1,EXCELLENT,OUT_REGION,GOOD,B,NACDM,55
S0703,Math101,M,SE,L2,PASS,OUT_REGION,VERYGOOD,L,ASOC,52
S0704,Bio101,F,CS,L2,PASS,IN_REGION,VERYGOOD,L,NACDM,88
S0705,Chem101,F,SE,L1,EXCELLENT,OUT_REGION,GOOD,B,LECTR,95
S0706,Math101,F,IT,L3,EXCELLENT,IN_REGION,PASS,L,ASOC,51
S0707,Bio101,M,IS,L3,VERYGOOD,OUT_REGION,GOOD,C,ASOC,68
S0708,Bio101,F,CS,L4,EXCELLENT,IN_REGION,VERYGOOD,L,ASSTS,95
S0709,Eng101,F,SE,L4,PASS,IN_REGION,PASS,B,PROF,70
S0710,Bio101,M,SE,L1,EXCELLENT,IN_REGION,PASS,L,PROF,50
S0711,Eng101,F,CS,L1,GOOD,IN_REGION,PASS,B,LECTR,93
S0712,Chem101,M,SE,L2,EXCELLENT,OUT_REGION,GOOD,B,LECTR,96
S0713,Math101,F,SE,L2,PASS,OUT_REGION,PASS,L,LECTR,83
S0714,Phys101,M,CS,L1,PASS,IN_REGION,EXCELLENT,L,PROF,76
S0715,Phys101,M,IS,L3,GOOD,IN_REGION,PASS,B,LECTR,96
S0716,Eng101,M,IT,L2,VERYGOOD,IN_REGION,GOOD,C,NACDM,69
S0717,Bio101,M,IS,L3,PASS,IN_REGION,PASS,L,ASOC,62
S0718,Eng101,F,IS,L2,PASS,IN_REGION,EXCELLENT,C,NACDM,79
S0719,Eng101,F,CS,L2,VERYGOOD,OUT_REGION,GOOD,B,PROF,88
S0720,Math101,M,IT,L2,GOOD,OUT_REGION,VERYGOOD,L,PROF,77
S0721,Chem101,F,SE,L3,GOOD,OUT_REGION,PASS,B,ASOC,96
S0722,Bio101,F,IT,L1,EXCELLENT,IN_REGION,GOOD,L,PROF,86
S0723,Bio101,M,IT,L2,EXCELLENT,IN_REGION,GOOD,C,PROF,99
S0724,Bio101,M,IS,L3,VERYGOOD,OUT_REGION,PASS,B,LECTR,57
S0725,Chem101,M,CS,L2,PASS,IN_REGION,VERYGOOD,B,PROF,86
S0726,Eng101,F,IT,L1,EXCELLENT,OUT_REGION,PASS,B,ASOC,66
S0727,Bio101,F,IS,L4,EXCELLENT,OUT_REGION,PASS,L,NACDM,89
S0728,Bio101,M,SE,L3,EXCELLENT,IN_REGION,EXCELLENT,C,PROF,90
S0729,Math101,F,SE,L3,EXCELLENT,OUT_REGION,EXCELLENT,C,ASSTS,61
S0730,Eng101,M,IS,L1,EXCELLENT,IN_REGION,PASS,B,LECTR,50
S0731,Math101,F,IT,L2,GOOD,OUT_REGION,EXCELLENT,B,ASOC,55
S0732,Chem101,F,CS,L4,VERYGOOD,IN_REGION,PASS,C,ASSTS,94
S0733,Chem101,F,SE,L2,VERYGOOD,OUT_REGION,VERYGOOD,L,ASOC,91
S0734,Chem101,M,CS,L3,PASS,IN_REGION,PASS,L,ASOC,59
S0735,Bio101,M,SE,L1,VERYGOOD,OUT_REGION,VERYGOOD,L,ASOC,79
S0736,Chem101,F,SE,L4,EXCELLENT,IN_REGION,GOOD,B,PROF,94
S0737,Chem101,M,SE,L3,PASS,OUT_REGION,PASS,B,PROF,76
S0738,Phys101,M,IT,L1,GOOD,IN_REGION,PASS,B,LECTR,76
S0739,Bio101,F,CS,L2,GOOD,OUT_REGION,PASS,C,LECTR,90
S0740,Math101,F,IT,L4,PASS,IN_REGION,VERYGOOD,C,ASOC,58
S0741,Eng101,M,CS,L2,PASS,IN_REGION,PASS,L,LECTR,68
S0742,Chem101,F,IS,L4,VERYGOOD,OUT_REGION,PASS,B,NACDM,54
S0743,Eng101,M,CS,L1,VERYGOOD,OUT_REGION,GOOD,B,PROF,86
S0744,Math101,M,SE,L2,EXCELLENT,OUT_REGION,EXCELLENT,C,ASOC,65
S0745,Phys101,F,IT,L2,GOOD,OUT_REGION,GOOD,L,LECTR,66
S0746,Math101,M,IS,L2,GOOD,IN_REGION,PASS,C,ASSTS,67
S0747,Math101,M,SE,L1,EXCELLENT,OUT_REGION,GOOD,B,ASSTS,92
S0748,Chem101,F,CS,L3,VERYGOOD,IN_REGION,VERYGOOD,C,ASSTS,69
S0749,Chem101,M,CS,L4,VERYGOOD,OUT_REGION,EXCELLENT,C,ASSTS,91
S0750,Eng101,M,CS,L3,GOOD,IN_REGION,EXCELLENT,B,ASOC,88
S0751,Chem101,F,IT,L3,PASS,IN_REGION,PASS,C,LECTR,92
S0752,Bio101,F,IT,L2,EXCELLENT,IN_REGION,EXCELLENT,C,ASOC,86
S0753,Phys101,F,CS,L2,PASS,OUT_REGION,PASS,L,ASOC,75
S0754,Math101,F,CS,L4,EXCELLENT,IN_REGION,VERYGOOD,B,ASSTS,98
S0755,Chem101,F,CS,L1,GOOD,IN_REGION,EXCELLENT,B,PROF,71
S0756,Eng101,F,CS,L2,GOOD,OUT_REGION,GOOD,B,PROF,56
S0757,Eng101,F,SE,L1,VERYGOOD,IN_REGION,EXCELLENT,C,PROF,77
S0758,Phys101,F,CS,L1,EXCELLENT,IN_REGION,EXCELLENT,B,PROF,61
S0759,Chem101,M,IS,L1,PASS,OUT_REGION,GOOD,C,ASSTS,63
S0760,Math101,M,IT,L4,PASS,OUT_REGION,VERYGOOD,C,LECTR,60
S0761,Math101,M,SE,L4,GOOD,OUT_REGION,VERYGOOD,L,ASSTS,99
S0762,Math101,F,IS,L2,VERYGOOD,OUT_REGION,EXCELLENT,B,NACDM,53
S0763,Chem101,F,CS,L1,GOOD,IN_REGION,PASS,L,ASOC,68
S0764,Chem101,M,IT,L2,GOOD,IN_REGION,GOOD,C,NACDM,60
S0765,Chem101,M,CS,L4,PASS,OUT_REGION,PASS,B,ASOC,60
S0766,Chem101,M,SE,L1,EXCELLENT,OUT_REGION,PASS,L,LECTR,62
S0767,Bio101,M,CS,L1,GOOD,IN_REGION,PASS,B,PROF,58
S0768,Bio101,M,SE,L4,VERYGOOD,IN_REGION,PASS,B,ASOC,51
S0769,Bio101,M,SE,L4,EXCELLENT,OUT_REGION,PASS,L,NACDM,98
S0770,Bio101,M,CS,L2,VERYGOOD,OUT_REGION,VERYGOOD,C,ASOC,97
S0771,Phys101,F,CS,L2,PASS,OUT_REGION,GOOD,C,ASOC,100
S0772,Bio101,F,CS,L1,PASS,IN_REGION,PASS,C,LECTR,96
S0773,Math101,F,SE,L2,GOOD,OUT_REGION,PASS,C,ASOC,90
S0774,Eng101,M,SE,L3,PASS,OUT_REGION,GOOD,L,NACDM,54
S0775,Bio101,M,SE,L2,PASS,OUT_REGION,VERYGOOD,C,PROF,57
S0776,Math101,F,IT,L4,VERYGOOD,IN_REGION,VERYGOOD,L,PROF,59
S0777,Math101,F,SE,L4,VERYGOOD,IN_REGION,EXCELLENT,C,ASSTS,77
S0778,Phys101,M,IS,L2,VERYGOOD,IN_REGION,EXCELLENT,C,NACDM,68
S0779,Eng101,F,IT,L3,EXCELLENT,IN_REGION,PASS,B,ASOC,57
S0780,Chem101,M,IT,L2,VERYGOOD,OUT_REGION,PASS,L,NACDM,71
S0781,Phys101,M,IS,L2,GOOD,IN_REGION,PASS,B,NACDM,99
S0782,Math101,F,IT,L2,VERYGOOD,OUT_REGION,PASS,L,ASOC,72
S0783,Math101,F,IS,L2,GOOD,OUT_REGION,GOOD,C,NACDM,76
S0784,Phys101,M,SE,L3,EXCELLENT,IN_REGION,EXCELLENT,B,ASSTS,99
S0785,Math101,F,IT,L2,GOOD,OUT_REGION,PASS,C,ASSTS,90
S0786,Eng101,M,IT,L2,PASS,OUT_REGION,EXCELLENT,C,PROF,71
S0787,Math101,M,IT,L2,VERYGOOD,OUT_REGION,GOOD,C,ASSTS,77
S0788,Bio101,F,CS,L3,GOOD,IN_REGION,GOOD,L,ASOC,99
S0789,Phys101,M,SE,L4,VERYGOOD,OUT_REGION,VERYGOOD,B,ASOC,87
S0790,Math101,M,CS,L4,VERYGOOD,OUT_REGION,EXCELLENT,B,ASSTS,54
S0791,Eng101,F,IS,L1,PASS,IN_REGION,GOOD,C,ASOC,96
S0792,Math101,M,IS,L2,VERYGOOD,IN_REGION,EXCELLENT,L,ASOC,54
S0793,Math101,F,CS,L1,VERYGOOD,IN_REGION,VERYGOOD,L,ASOC,76
S0794,Math101,M,CS,L4,PASS,IN_REGION,EXCELLENT,B,PROF,67
S0795,Phys101,M,SE,L2,GOOD,OUT_REGION,PASS,C,PROF,76
S0796,Eng101,M,IS,L3,PASS,IN_REGION,VERYGOOD,L,PROF,72
S0797,Bio101,M,CS,L2,EXCELLENT,OUT_REGION,PASS,L,ASSTS,94
S0798,Phys101,M,SE,L2,VERYGOOD,OUT_REGION,PASS,C,ASSTS,50
S0799,Chem101,M,IS,L1,GOOD,IN_REGION,EXCELLENT,L,ASOC,53
S0800,Phys101,M,CS,L4,EXCELLENT,OUT_REGION,VERYGOOD,C,PROF,61
